Branch,Category,Jee_Rank,Region,Round
Electronics and         Communication Engineering,General,963 (10559),B) Outside         Delhi Region,Round 5
Electronics and VLSI         Engineering,General,1026         (11064),B) Outside         Delhi Region,Round 5
Computer Science and Applied         Mathematics,General,2007,A) Delhi         Region,Upgradation Round
Computer Science and         Artificial Intelligence,General,827,A) Delhi         Region,Upgradation Round
Computer Science and         Biosciences,General,3294,A) Delhi         Region,Upgradation Round
Computer Science and Design,General,2238,A) Delhi         Region,Upgradation Round
Computer Science and         Engineering,General,1230,A) Delhi         Region,Upgradation Round
Computer Science and Social         Sciences,General,3050,A) Delhi         Region,Upgradation Round
Electronics and         Communication Engineering,General,3343,A) Delhi         Region,Upgradation Round
Electronics and VLSI         Engineering,General,3897,A) Delhi         Region,Upgradation Round
Computer Science and Applied         Mathematics,General,878,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Artificial Intelligence,General,750,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Biosciences,General,1707,B) Outside         Delhi Region,Upgradation Round
Computer Science and Design,General,1117,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Engineering,General,505,B) Outside         Delhi Region,Upgradation Round
Computer Science and Social         Sciences,General,1321,B) Outside         Delhi Region,Upgradation Round
Electronics and         Communication Engineering,General,2042,B) Outside         Delhi Region,Upgradation Round
Electronics and VLSI         Engineering,General,2430,B) Outside         Delhi Region,Upgradation Round
Computer Science and Applied         Mathematics,General,2007,A) Delhi         Region,Spot Round
Computer Science and         Artificial Intelligence,General,827,A) Delhi         Region,Spot Round
Computer Science and         Biosciences,General,3294,A) Delhi         Region,Spot Round
Computer Science and Design,General,2238,A) Delhi         Region,Spot Round
Computer Science and         Engineering,General,1230,A) Delhi         Region,Spot Round
Computer Science and Social         Sciences,General,3050,A) Delhi         Region,Spot Round
Electronics and         Communication Engineering,General,3343,A) Delhi         Region,Spot Round
Electronics and VLSI         Engineering,General,3897,A) Delhi         Region,Spot Round
Computer Science and Applied         Mathematics,General,878,B) Outside         Delhi Region,Spot Round
Computer Science and         Artificial Intelligence,General,750,B) Outside         Delhi Region,Spot Round
Computer Science and         Biosciences,General,1707,B) Outside         Delhi Region,Spot Round
Computer Science and Design,General,1117,B) Outside         Delhi Region,Spot Round
Computer Science and         Engineering,General,505,B) Outside         Delhi Region,Spot Round
Computer Science and Social         Sciences,General,1321,B) Outside         Delhi Region,Spot Round
Electronics and         Communication Engineering,General,2042,B) Outside         Delhi Region,Spot Round
Electronics and VLSI         Engineering,General,2430,B) Outside         Delhi Region,Spot Round
Computer Science and Applied         Mathematics,General,-,A) Delhi         Region,Round 1
Computer Science and         Artificial Intelligence,General,1 (18048),A) Delhi         Region,Round 1
Computer Science and         Biosciences,General,-,A) Delhi         Region,Round 1
Computer Science and Design,General,-,A) Delhi         Region,Round 1
Computer Science and         Engineering,General,349 (21112),A) Delhi         Region,Round 1
Computer Science and Social         Sciences,General,-,A) Delhi         Region,Round 1
Electronics and         Communication Engineering,General,-,A) Delhi         Region,Round 1
Electronics and VLSI         Engineering,General,2237         (35522),A) Delhi         Region,Round 1
Computer Science and Applied         Mathematics,General,-,B) Outside         Delhi Region,Round 1
Computer Science and         Artificial Intelligence,General,-,B) Outside         Delhi Region,Round 1
Computer Science and         Biosciences,General,-,B) Outside         Delhi Region,Round 1
Computer Science and Design,General,-,B) Outside         Delhi Region,Round 1
Computer Science and         Engineering,General,9 (15240),B) Outside         Delhi Region,Round 1
Computer Science and Social         Sciences,General,-,B) Outside         Delhi Region,Round 1
Electronics and         Communication Engineering,General,-,B) Outside         Delhi Region,Round 1
Electronics and VLSI         Engineering,General,-,B) Outside         Delhi Region,Round 1
Computer Science and Applied         Mathematics,General,-,A) Delhi         Region,Round 2
Computer Science and         Artificial Intelligence,General,349 (21112),A) Delhi         Region,Round 2
Computer Science and         Biosciences,General,2237         (35522),A) Delhi         Region,Round 2
Computer Science and Design,General,-,A) Delhi         Region,Round 2
Computer Science and         Engineering,General,266 (20423),A) Delhi         Region,Round 2
Computer Science and Social         Sciences,General,-,A) Delhi         Region,Round 2
Electronics and         Communication Engineering,General,-,A) Delhi         Region,Round 2
Electronics and VLSI         Engineering,General,2795         (39589),A) Delhi         Region,Round 2
Computer Science and Applied         Mathematics,General,-,B) Outside         Delhi Region,Round 2
Computer Science and         Artificial Intelligence,General,-,B) Outside         Delhi Region,Round 2
Computer Science and         Biosciences,General,-,B) Outside         Delhi Region,Round 2
Computer Science and Design,General,-,B) Outside         Delhi Region,Round 2
Computer Science and         Engineering,General,104 (18496),B) Outside         Delhi Region,Round 2
Computer Science and Social         Sciences,General,-,B) Outside         Delhi Region,Round 2
Electronics and         Communication Engineering,General,-,B) Outside         Delhi Region,Round 2
Electronics and VLSI         Engineering,General,-,B) Outside         Delhi Region,Round 2
Computer Science and Applied         Mathematics,General,-,A) Delhi         Region,Round 3
Computer Science and         Artificial Intelligence,General,349 (21112),A) Delhi         Region,Round 3
Computer Science and         Biosciences,General,2237         (35522),A) Delhi         Region,Round 3
Computer Science and Design,General,-,A) Delhi         Region,Round 3
Computer Science and         Engineering,General,266 (20423),A) Delhi         Region,Round 3
Computer Science and Social         Sciences,General,-,A) Delhi         Region,Round 3
Electronics and         Communication Engineering,General,-,A) Delhi         Region,Round 3
Electronics and VLSI         Engineering,General,2795         (39589),A) Delhi         Region,Round 3
Computer Science and Applied         Mathematics,General,-,B) Outside         Delhi Region,Round 3
Computer Science and         Artificial Intelligence,General,-,B) Outside         Delhi Region,Round 3
Computer Science and         Biosciences,General,-,B) Outside         Delhi Region,Round 3
Computer Science and Design,General,-,B) Outside         Delhi Region,Round 3
Computer Science and         Engineering,General,104 (18496),B) Outside         Delhi Region,Round 3
Computer Science and Social         Sciences,General,-,B) Outside         Delhi Region,Round 3
Electronics and         Communication Engineering,General,-,B) Outside         Delhi Region,Round 3
Electronics and VLSI         Engineering,General,-,B) Outside         Delhi Region,Round 3
Computer Science and Applied         Mathematics,General,-,A) Delhi         Region,Round 4
Computer Science and         Artificial Intelligence,General,349 (21112),A) Delhi         Region,Round 4
Computer Science and         Biosciences,General,2237         (35522),A) Delhi         Region,Round 4
Computer Science and Design,General,-,A) Delhi         Region,Round 4
Computer Science and         Engineering,General,266 (20423),A) Delhi         Region,Round 4
Computer Science and Social         Sciences,General,-,A) Delhi         Region,Round 4
Electronics and         Communication Engineering,General,-,A) Delhi         Region,Round 4
Electronics and VLSI         Engineering,General,2795         (39589),A) Delhi         Region,Round 4
Computer Science and Applied         Mathematics,General,-,B) Outside         Delhi Region,Round 4
Computer Science and         Artificial Intelligence,General,-,B) Outside         Delhi Region,Round 4
Computer Science and         Biosciences,General,-,B) Outside         Delhi Region,Round 4
Computer Science and Design,General,-,B) Outside         Delhi Region,Round 4
Computer Science and         Engineering,General,104 (18496),B) Outside         Delhi Region,Round 4
Computer Science and Social         Sciences,General,-,B) Outside         Delhi Region,Round 4
Electronics and         Communication Engineering,General,-,B) Outside         Delhi Region,Round 4
Electronics and VLSI         Engineering,General,-,B) Outside         Delhi Region,Round 4
Computer Science and Applied         Mathematics,General,-,A) Delhi         Region,Round 5
Computer Science and         Artificial Intelligence,General,349 (21112),A) Delhi         Region,Round 5
Computer Science and         Biosciences,General,2795         (39589),A) Delhi         Region,Round 5
Computer Science and Design,General,2237         (35522),A) Delhi         Region,Round 5
Computer Science and         Engineering,General,-,A) Delhi         Region,Round 5
Computer Science and Social         Sciences,General,-,A) Delhi         Region,Round 5
Electronics and         Communication Engineering,General,-,A) Delhi         Region,Round 5
Electronics and VLSI         Engineering,General,3411         (44344),A) Delhi         Region,Round 5
Computer Science and Applied         Mathematics,General,-,B) Outside         Delhi Region,Round 5
Computer Science and         Artificial Intelligence,General,-,B) Outside         Delhi Region,Round 5
Computer Science and         Biosciences,General,-,B) Outside         Delhi Region,Round 5
Computer Science and Design,General,-,B) Outside         Delhi Region,Round 5
Computer Science and         Engineering,General,104 (18496),B) Outside         Delhi Region,Round 5
Computer Science and Social         Sciences,General,-,B) Outside         Delhi Region,Round 5
Electronics and         Communication Engineering,General,-,B) Outside         Delhi Region,Round 5
Electronics and VLSI         Engineering,General,-,B) Outside         Delhi Region,Round 5
Computer Science and Applied         Mathematics,General,-,A) Delhi         Region,Upgradation Round
Computer Science and         Artificial Intelligence,General,-,A) Delhi         Region,Upgradation Round
Computer Science and         Biosciences,General,-,A) Delhi         Region,Upgradation Round
Computer Science and Design,General,-,A) Delhi         Region,Upgradation Round
Computer Science and         Engineering,General,-,A) Delhi         Region,Upgradation Round
Computer Science and Social         Sciences,General,-,A) Delhi         Region,Upgradation Round
Electronics and         Communication Engineering,General,-,A) Delhi         Region,Upgradation Round
Electronics and VLSI         Engineering,General,-,A) Delhi         Region,Upgradation Round
Computer Science and Applied         Mathematics,General,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Artificial Intelligence,General,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Biosciences,General,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and Design,General,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Engineering,General,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and Social         Sciences,General,-,B) Outside         Delhi Region,Upgradation Round
Electronics and         Communication Engineering,General,-,B) Outside         Delhi Region,Upgradation Round
Electronics and VLSI         Engineering,General,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and Applied         Mathematics,General,-,A) Delhi         Region,Spot Round
Computer Science and         Artificial Intelligence,General,-,A) Delhi         Region,Spot Round
Computer Science and         Biosciences,General,-,A) Delhi         Region,Spot Round
Computer Science and Design,General,-,A) Delhi         Region,Spot Round
Computer Science and         Engineering,General,-,A) Delhi         Region,Spot Round
Computer Science and Social         Sciences,General,-,A) Delhi         Region,Spot Round
Electronics and         Communication Engineering,General,-,A) Delhi         Region,Spot Round
Electronics and VLSI         Engineering,General,-,A) Delhi         Region,Spot Round
Computer Science and Applied         Mathematics,General,-,B) Outside         Delhi Region,Spot Round
Computer Science and         Artificial Intelligence,General,-,B) Outside         Delhi Region,Spot Round
Computer Science and         Biosciences,General,-,B) Outside         Delhi Region,Spot Round
Computer Science and Design,General,-,B) Outside         Delhi Region,Spot Round
Computer Science and         Engineering,General,-,B) Outside         Delhi Region,Spot Round
Computer Science and Social         Sciences,General,-,B) Outside         Delhi Region,Spot Round
Electronics and         Communication Engineering,General,-,B) Outside         Delhi Region,Spot Round
Electronics and VLSI         Engineering,General,-,B) Outside         Delhi Region,Spot Round
Computer Science and Applied         Mathematics,General Defence,961 (10544         (Priority VI)),A) Delhi         Region,Round 1
Computer Science and         Artificial Intelligence,General Defence,21633         (310232 (Priority V)),A) Delhi         Region,Round 1
Computer Science and         Biosciences,General Defence,2534 (22262         (Priority VI)),A) Delhi         Region,Round 1
Computer Science and Design,General Defence,2174 (19736         (Priority VI)),A) Delhi         Region,Round 1
Computer Science and         Engineering,General Defence,17854         (199515 (Priority V)),A) Delhi         Region,Round 1
Computer Science and Social         Sciences,General Defence,3052 (26079         (Priority VI)),A) Delhi         Region,Round 1
Electronics and         Communication Engineering,General Defence,3634 (30877         (Priority VI)),A) Delhi         Region,Round 1
Electronics and VLSI         Engineering,General Defence,5257 (44693         (Priority VI)),A) Delhi         Region,Round 1
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and         Artificial Intelligence,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and         Biosciences,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and Design,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and         Engineering,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and Social         Sciences,General Defence,-,B) Outside         Delhi Region,Round 1
Electronics and         Communication Engineering,General Defence,-,B) Outside         Delhi Region,Round 1
Electronics and VLSI         Engineering,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and Applied         Mathematics,General Defence,1449 (14246         (Priority VI)),A) Delhi         Region,Round 2
Computer Science and         Artificial Intelligence,General Defence,21633         (310232 (Priority V)),A) Delhi         Region,Round 2
Computer Science and         Biosciences,General Defence,5643 (48262         (Priority V)),A) Delhi         Region,Round 2
Computer Science and Design,General Defence,2174 (19736         (Priority VI)),A) Delhi         Region,Round 2
Computer Science and         Engineering,General Defence,17854         (199515 (Priority V)),A) Delhi         Region,Round 2
Computer Science and Social         Sciences,General Defence,5257 (44693         (Priority VI)),A) Delhi         Region,Round 2
Electronics and         Communication Engineering,General Defence,3634 (30877         (Priority VI)),A) Delhi         Region,Round 2
Electronics and VLSI         Engineering,General Defence,5686 (48549         (Priority VI)),A) Delhi         Region,Round 2
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Round 2
Computer Science and         Artificial Intelligence,General Defence,-,B) Outside         Delhi Region,Round 2
Computer Science and         Biosciences,General Defence,-,B) Outside         Delhi Region,Round 2
Computer Science and Design,General Defence,-,B) Outside         Delhi Region,Round 2
Computer Science and         Engineering,General Defence,-,B) Outside         Delhi Region,Round 2
Computer Science and Social         Sciences,General Defence,-,B) Outside         Delhi Region,Round 2
Electronics and         Communication Engineering,General Defence,-,B) Outside         Delhi Region,Round 2
Electronics and VLSI         Engineering,General Defence,-,B) Outside         Delhi Region,Round 2
Computer Science and Applied         Mathematics,General Defence,1449 (14246         (Priority VI)),A) Delhi         Region,Round 3
Computer Science and         Artificial Intelligence,General Defence,21633         (310232 (Priority V)),A) Delhi         Region,Round 3
Computer Science and         Biosciences,General Defence,5643 (48262         (Priority VI)),A) Delhi         Region,Round 3
Computer Science and Design,General Defence,2174 (19736         (Priority VI)),A) Delhi         Region,Round 3
Computer Science and         Engineering,General Defence,17854         (199515 (Priority V)),A) Delhi         Region,Round 3
Computer Science and Social         Sciences,General Defence,5257 (44693         (Priority VI)),A) Delhi         Region,Round 3
Electronics and         Communication Engineering,General Defence,3634 (30877         (Priority VI)),A) Delhi         Region,Round 3
Electronics and VLSI         Engineering,General Defence,5686 (48549         (Priority VI)),A) Delhi         Region,Round 3
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Round 3
Computer Science and         Artificial Intelligence,General Defence,-,B) Outside         Delhi Region,Round 3
Computer Science and         Biosciences,General Defence,-,B) Outside         Delhi Region,Round 3
Computer Science and Design,General Defence,-,B) Outside         Delhi Region,Round 3
Computer Science and         Engineering,General Defence,-,B) Outside         Delhi Region,Round 3
Computer Science and Social         Sciences,General Defence,-,B) Outside         Delhi Region,Round 3
Electronics and         Communication Engineering,General Defence,-,B) Outside         Delhi Region,Round 3
Electronics and VLSI         Engineering,General Defence,-,B) Outside         Delhi Region,Round 3
Computer Science and Applied         Mathematics,General Defence,2174 (19736         (Priority VI)),A) Delhi         Region,Round 4
Computer Science and         Artificial Intelligence,General Defence,21633         (310232 (Priority V)),A) Delhi         Region,Round 4
Computer Science and         Biosciences,General Defence,5643 (48262         (Priority VI)),A) Delhi         Region,Round 4
Computer Science and Design,General Defence,2534 (22262         (Priority VI)),A) Delhi         Region,Round 4
Computer Science and         Engineering,General Defence,17854         (199515 (Priority V)),A) Delhi         Region,Round 4
Computer Science and Social         Sciences,General Defence,5257 (44693         (Priority VI)),A) Delhi         Region,Round 4
Electronics and         Communication Engineering,General Defence,3634 (30877         (Priority VI)),A) Delhi         Region,Round 4
Electronics and VLSI         Engineering,General Defence,5686 (48549         (Priority VI)),A) Delhi         Region,Round 4
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Round 4
Computer Science and         Artificial Intelligence,General Defence,-,B) Outside         Delhi Region,Round 4
Computer Science and         Biosciences,General Defence,-,B) Outside         Delhi Region,Round 4
Computer Science and Design,General Defence,-,B) Outside         Delhi Region,Round 4
Computer Science and         Engineering,General Defence,-,B) Outside         Delhi Region,Round 4
Computer Science and Social         Sciences,General Defence,-,B) Outside         Delhi Region,Round 4
Electronics and         Communication Engineering,General Defence,-,B) Outside         Delhi Region,Round 4
Electronics and VLSI         Engineering,General Defence,-,B) Outside         Delhi Region,Round 4
Computer Science and Applied         Mathematics,General Defence,2174 (19736         (Priority VI)),A) Delhi         Region,Round 5
Computer Science and         Artificial Intelligence,General Defence,21633         (310232 (Priority V)),A) Delhi         Region,Round 5
Computer Science and         Biosciences,General Defence,5643 (48262         (Priority VI)),A) Delhi         Region,Round 5
Computer Science and Design,General Defence,2534 (22262         (Priority VI)),A) Delhi         Region,Round 5
Computer Science and         Engineering,General Defence,17854         (199515 (Priority V)),A) Delhi         Region,Round 5
Computer Science and Social         Sciences,General Defence,5257 (44693         (Priority VI)),A) Delhi         Region,Round 5
Electronics and         Communication Engineering,General Defence,5686 (48549         (Priority VI)),A) Delhi         Region,Round 5
Electronics and VLSI         Engineering,General Defence,6188 (52846         (Priority VI)),A) Delhi         Region,Round 5
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Round 5
Computer Science and         Artificial Intelligence,General Defence,-,B) Outside         Delhi Region,Round 5
Computer Science and         Biosciences,General Defence,-,B) Outside         Delhi Region,Round 5
Computer Science and Design,General Defence,-,B) Outside         Delhi Region,Round 5
Computer Science and         Engineering,General Defence,-,B) Outside         Delhi Region,Round 5
Computer Science and Social         Sciences,General Defence,-,B) Outside         Delhi Region,Round 5
Electronics and         Communication Engineering,General Defence,-,B) Outside         Delhi Region,Round 5
Electronics and VLSI         Engineering,General Defence,-,B) Outside         Delhi Region,Round 5
Computer Science and Applied         Mathematics,General Defence,-,A) Delhi         Region,Upgradation Round
Computer Science and         Artificial Intelligence,General Defence,-,A) Delhi         Region,Upgradation Round
Computer Science and         Biosciences,General Defence,-,A) Delhi         Region,Upgradation Round
Computer Science and Design,General Defence,-,A) Delhi         Region,Upgradation Round
Computer Science and         Engineering,General Defence,-,A) Delhi         Region,Upgradation Round
Computer Science and Social         Sciences,General Defence,-,A) Delhi         Region,Upgradation Round
Electronics and         Communication Engineering,General Defence,-,A) Delhi         Region,Upgradation Round
Electronics and VLSI         Engineering,General Defence,-,A) Delhi         Region,Upgradation Round
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Artificial Intelligence,General Defence,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Biosciences,General Defence,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and Design,General Defence,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and         Engineering,General Defence,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and Social         Sciences,General Defence,-,B) Outside         Delhi Region,Upgradation Round
Electronics and         Communication Engineering,General Defence,-,B) Outside         Delhi Region,Upgradation Round
Electronics and VLSI         Engineering,General Defence,-,B) Outside         Delhi Region,Upgradation Round
Computer Science and Applied         Mathematics,General Defence,-,A) Delhi         Region,Spot Round
Computer Science and         Artificial Intelligence,General Defence,-,A) Delhi         Region,Spot Round
Computer Science and         Biosciences,General Defence,-,A) Delhi         Region,Spot Round
Computer Science and Design,General Defence,-,A) Delhi         Region,Spot Round
Computer Science and         Engineering,General Defence,-,A) Delhi         Region,Spot Round
Computer Science and Social         Sciences,General Defence,-,A) Delhi         Region,Spot Round
Electronics and         Communication Engineering,General Defence,-,A) Delhi         Region,Spot Round
Electronics and VLSI         Engineering,General Defence,-,A) Delhi         Region,Spot Round
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Spot Round
Computer Science and         Artificial Intelligence,General Defence,-,B) Outside         Delhi Region,Spot Round
Computer Science and         Biosciences,General Defence,-,B) Outside         Delhi Region,Spot Round
Computer Science and Design,General Defence,-,B) Outside         Delhi Region,Spot Round
Computer Science and         Engineering,General Defence,-,B) Outside         Delhi Region,Spot Round
Computer Science and Social         Sciences,General Defence,-,B) Outside         Delhi Region,Spot Round
Electronics and         Communication Engineering,General Defence,-,B) Outside         Delhi Region,Spot Round
Electronics and VLSI         Engineering,General Defence,-,B) Outside         Delhi Region,Spot Round
Computer Science and Applied         Mathematics,General Defence,-,A) Delhi         Region,Round 1
Computer Science and         Artificial Intelligence,General Defence,-,A) Delhi         Region,Round 1
Computer Science and         Biosciences,General Defence,-,A) Delhi         Region,Round 1
Computer Science and Design,General Defence,-,A) Delhi         Region,Round 1
Computer Science and         Engineering,General Defence,-,A) Delhi         Region,Round 1
Computer Science and Social         Sciences,General Defence,-,A) Delhi         Region,Round 1
Electronics and         Communication Engineering,General Defence,-,A) Delhi         Region,Round 1
Electronics and VLSI         Engineering,General Defence,-,A) Delhi         Region,Round 1
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and         Artificial Intelligence,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and         Biosciences,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and Design,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and         Engineering,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and Social         Sciences,General Defence,-,B) Outside         Delhi Region,Round 1
Electronics and         Communication Engineering,General Defence,-,B) Outside         Delhi Region,Round 1
Electronics and VLSI         Engineering,General Defence,-,B) Outside         Delhi Region,Round 1
Computer Science and Applied         Mathematics,General Defence,-,A) Delhi         Region,Round 2
Computer Science and         Artificial Intelligence,General Defence,-,A) Delhi         Region,Round 2
Computer Science and         Biosciences,General Defence,-,A) Delhi         Region,Round 2
Computer Science and Design,General Defence,-,A) Delhi         Region,Round 2
Computer Science and         Engineering,General Defence,-,A) Delhi         Region,Round 2
Computer Science and Social         Sciences,General Defence,-,A) Delhi         Region,Round 2
Electronics and         Communication Engineering,General Defence,-,A) Delhi         Region,Round 2
Electronics and VLSI         Engineering,General Defence,-,A) Delhi         Region,Round 2
Computer Science and Applied         Mathematics,General Defence,-,B) Outside         Delhi Region,Round 2
