Branch,Category,Jee_Rank,Region,Round
Electronics and Communication Engineering,GEN-DEF,217626,D,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-DEF,202978,D,5
Information Technology,GEN-DEF,162344,D,5
Mechanical and Automation Engineering,GEN-DEF,272555,D,5
Architecture,GEN-DEF,40323,D,5
B.Tech Mechanical and Automation Engineering + MBA,GEN-DEF,288586,D,5
Computer Science and Engineering,GEN-DEF,417421,OD,5
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-DEF,133904,OD,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-DEF,190386,OD,5
Artificial Intelligence and Machine Learning,GEN-DEF,561288,D,s2
Computer Science and Engineering,GEN-DEF,408949,D,s2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-DEF,335652,D,s2
Electronics and Communication Engineering,GEN-DEF,617661,D,s2
Electronics and Communication Engineering with specialization in Artificial Intelligence,GEN-DEF,529334,D,s2
Information Technology,GEN-DEF,472199,D,s2
B.Tech Mechanical and Automation Engineering + MBA,GEN-DEF,288586,D,s2
Computer Science and Engineering,GEN-DEF,417421,OD,s2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-DEF,133904,OD,s2
Artificial Intelligence and Machine Learning,SGC,61417,D,1
Computer Science and Engineering,SGC,47673,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,45438,D,1
Electronics and Communication Engineering,SGC,76959,D,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,67637,D,1
Information Technology,SGC,52362,D,1
Mechanical and Automation Engineering,SGC,88974,D,1
B.Tech Mechanical and Automation Engineering + MBA,SGC,100999,D,1
Artificial Intelligence and Machine Learning,SGC,67637,D,2
Computer Science and Engineering,SGC,50751,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,47673,D,2
Electronics and Communication Engineering,SGC,81352,D,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,77879,D,2
Information Technology,SGC,65599,D,2
Mechanical and Automation Engineering,SGC,99892,D,2
B.Tech Mechanical and Automation Engineering + MBA,SGC,113976,D,2
Artificial Intelligence and Machine Learning,SGC,67637,D,3
Computer Science and Engineering,SGC,50751,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,47673,D,3
Electronics and Communication Engineering,SGC,81352,D,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,77879,D,3
Information Technology,SGC,65599,D,3
Mechanical and Automation Engineering,SGC,100324,D,3
B.Tech Mechanical and Automation Engineering + MBA,SGC,116253,D,3
Artificial Intelligence and Machine Learning,SGC,67637,D,4
Computer Science and Engineering,SGC,52098,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,47673,D,4
Electronics and Communication Engineering,SGC,81352,D,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,77879,D,4
Information Technology,SGC,65599,D,4
Mechanical and Automation Engineering,SGC,100324,D,4
B.Tech Mechanical and Automation Engineering + MBA,SGC,116253,D,4
Artificial Intelligence and Machine Learning,SGC,83056,D,5
Computer Science and Engineering,SGC,63994,D,5
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,53731,D,5
Electronics and Communication Engineering,SGC,99892,D,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,88974,D,5
Information Technology,SGC,78943,D,5
Mechanical and Automation Engineering,SGC,113863,D,5
B.Tech Mechanical and Automation Engineering + MBA,SGC,117220,D,5
Artificial Intelligence and Machine Learning,SGC,83056,D,S
Computer Science and Engineering,SGC,63994,D,S
Computer Science and Engineering with specialization in Artificial Intelligence,SGC,53731,D,S
Electronics and Communication Engineering,SGC,113863,D,S
Electronics and Communication Engineering with specialization in Artificial Intelligence,SGC,99892,D,S
Information Technology,SGC,78943,D,S
Mechanical and Automation Engineering,SGC,134194,D,S
B.Tech Mechanical and Automation Engineering + MBA,SGC,123627,D,S
Computer Science and Engineering,GEN-PWD,519512,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,812465,D,1
Computer Science and Engineering,GEN-PWD,100275,OD,1
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,144863,OD,1
Computer Science and Engineering,GEN-PWD,812465,D,2
Computer Science and Engineering,GEN-PWD,172842,OD,2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,298706,OD,2
Computer Science and Engineering,GEN-PWD,812465,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,666584,D,3
Computer Science and Engineering,GEN-PWD,306397,OD,3
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,298706,OD,3
Computer Science and Engineering,GEN-PWD,812465,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,666584,D,4
Computer Science and Engineering,GEN-PWD,316605,OD,4
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,298706,OD,4
Computer Science and Engineering,GEN-PWD,812465,D,5
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,666584,D,5
Computer Science and Engineering,GEN-PWD,316605,OD,5
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,298706,OD,5
Computer Science and Engineering,GEN-PWD,812465,D,U1
Computer Science and Engineering,GEN-PWD,316605,OD,U1
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,298706,OD,U1
Computer Science and Engineering,GEN-PWD,812465,D,S
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,666584,D,S
Computer Science and Engineering,GEN-PWD,316605,OD,S
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,298706,OD,S
Computer Science and Engineering,GEN-PWD,812465,D,s2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,666584,D,s2
Computer Science and Engineering,GEN-PWD,316605,OD,s2
Computer Science and Engineering with specialization in Artificial Intelligence,GEN-PWD,298706,OD,s2
Artificial Intelligence and Machine Learning,EWS,101058,D,1
Computer Science and Engineering,EWS,84637,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,78569,D,1
Electronics and Communication Engineering,EWS,121880,D,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,118632,D,1
Information Technology,EWS,93314,D,1
Mechanical and Automation Engineering,EWS,137534,D,1
Architecture,EWS,24413,D,1
B.Tech Mechanical and Automation Engineering + MBA,EWS,131690,D,1
Artificial Intelligence and Machine Learning,EWS,23347,OD,1
Computer Science and Engineering,EWS,18208,OD,1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,21588,OD,1
Electronics and Communication Engineering,EWS,23716,OD,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,23291,OD,1
Information Technology,EWS,22006,OD,1
Mechanical and Automation Engineering,EWS,24563,OD,1
Architecture,EWS,4082,OD,1
Artificial Intelligence and Machine Learning,EWS,105429,D,2
Computer Science and Engineering,EWS,90517,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,82606,D,2
Electronics and Communication Engineering,EWS,132685,D,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,128632,D,2
Information Technology,EWS,103409,D,2
Mechanical and Automation Engineering,EWS,150700,D,2
Architecture,EWS,39881,D,2
B.Tech Mechanical and Automation Engineering + MBA,EWS,151506,D,2
Artificial Intelligence and Machine Learning,EWS,29342,OD,2
Computer Science and Engineering,EWS,22006,OD,2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,23291,OD,2
Electronics and Communication Engineering,EWS,28805,OD,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,30124,OD,2
Information Technology,EWS,24915,OD,2
Mechanical and Automation Engineering,EWS,38761,OD,2
Architecture,EWS,4717,OD,2
Artificial Intelligence and Machine Learning,EWS,107203,D,3
Computer Science and Engineering,EWS,96655,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,82606,D,3
Electronics and Communication Engineering,EWS,135032,D,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,128632,D,3
Information Technology,EWS,103409,D,3
Mechanical and Automation Engineering,EWS,157739,D,3
Architecture,EWS,24413,D,3
B.Tech Mechanical and Automation Engineering + MBA,EWS,169809,D,3
Artificial Intelligence and Machine Learning,EWS,29342,OD,3
Computer Science and Engineering,EWS,22006,OD,3
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,23291,OD,3
Electronics and Communication Engineering,EWS,30539,OD,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,30265,OD,3
Information Technology,EWS,24915,OD,3
Mechanical and Automation Engineering,EWS,34657,OD,3
Architecture,EWS,4717,OD,3
Artificial Intelligence and Machine Learning,EWS,107733,D,4
Computer Science and Engineering,EWS,96762,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,82606,D,4
Electronics and Communication Engineering,EWS,135032,D,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,128632,D,4
Information Technology,EWS,105429,D,4
Mechanical and Automation Engineering,EWS,157739,D,4
Architecture,EWS,6030,D,4
B.Tech Mechanical and Automation Engineering + MBA,EWS,169809,D,4
Artificial Intelligence and Machine Learning,EWS,29342,OD,4
Computer Science and Engineering,EWS,24563,OD,4
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,23291,OD,4
Electronics and Communication Engineering,EWS,34657,OD,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,33431,OD,4
Information Technology,EWS,25079,OD,4
Mechanical and Automation Engineering,EWS,38896,OD,4
Architecture,EWS,4717,OD,4
Artificial Intelligence and Machine Learning,EWS,116503,D,5
Computer Science and Engineering,EWS,99760,D,5
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,82606,D,5
Electronics and Communication Engineering,EWS,139197,D,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,132115,D,5
Information Technology,EWS,107203,D,5
Mechanical and Automation Engineering,EWS,187976,D,5
B.Tech Mechanical and Automation Engineering + MBA,EWS,194408,D,5
Artificial Intelligence and Machine Learning,EWS,32570,OD,5
Computer Science and Engineering,EWS,26424,OD,5
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,29342,OD,5
Electronics and Communication Engineering,EWS,34892,OD,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,34657,OD,5
Information Technology,EWS,29732,OD,5
Mechanical and Automation Engineering,EWS,38896,OD,5
Architecture,EWS,5925,OD,5
Artificial Intelligence and Machine Learning,EWS,118632,D,U1
Computer Science and Engineering,EWS,101029,D,U1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,82606,D,U1
Electronics and Communication Engineering,EWS,145434,D,U1
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,132115,D,U1
Information Technology,EWS,107203,D,U1
Mechanical and Automation Engineering,EWS,194408,D,U1
Computer Science and Engineering,EWS,29732,OD,U1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,38896,OD,U1
Artificial Intelligence and Machine Learning,EWS,118632,D,S
Computer Science and Engineering,EWS,101029,D,S
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,82606,D,S
Electronics and Communication Engineering,EWS,145434,D,S
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,132115,D,S
Information Technology,EWS,107203,D,S
Mechanical and Automation Engineering,EWS,222925,D,S
B.Tech Mechanical and Automation Engineering + MBA,EWS,216209,D,S
Artificial Intelligence and Machine Learning,EWS,46588,OD,S
Computer Science and Engineering,EWS,35961,OD,S
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,38896,OD,S
Electronics and Communication Engineering,EWS,45875,OD,S
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,49434,OD,S
Information Technology,EWS,42550,OD,S
Mechanical and Automation Engineering,EWS,64534,OD,S
Artificial Intelligence and Machine Learning,EWS,119173,D,s2
Computer Science and Engineering,EWS,103409,D,s2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,83007,D,s2
Electronics and Communication Engineering,EWS,157739,D,s2
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,132685,D,s2
Information Technology,EWS,107733,D,s2
Mechanical and Automation Engineering,EWS,222925,D,s2
B.Tech Mechanical and Automation Engineering + MBA,EWS,216209,D,s2
Artificial Intelligence and Machine Learning,EWS,46588,OD,s2
Computer Science and Engineering,EWS,35961,OD,s2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS,38896,OD,s2
Electronics and Communication Engineering,EWS,45875,OD,s2
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS,49434,OD,s2
Information Technology,EWS,42550,OD,s2
Mechanical and Automation Engineering,EWS,79931,OD,s2
Computer Science and Engineering,EWS-DEF,177576,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,249696,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,249696,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,249696,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,249696,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,EWS-DEF,249696,D,5
Electronics and Communication Engineering with specialization in Artificial Intelligence,EWS-PWD,439948,OD,1
Artificial Intelligence and Machine Learning,OBC,210049,D,1
Computer Science and Engineering,OBC,169911,D,1
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,174003,D,1
Electronics and Communication Engineering,OBC,242807,D,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,259019,D,1
Information Technology,OBC,191891,D,1
Mechanical and Automation Engineering,OBC,321380,D,1
Architecture,OBC,16441,D,1
B.Tech Mechanical and Automation Engineering + MBA,OBC,329235,D,1
Artificial Intelligence and Machine Learning,OBC,33248,OD,1
Computer Science and Engineering,OBC,21988,OD,1
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,28527,OD,1
Electronics and Communication Engineering,OBC,34749,OD,1
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,37704,OD,1
Information Technology,OBC,26519,OD,1
Mechanical and Automation Engineering,OBC,41982,OD,1
Architecture,OBC,1868,OD,1
B.Tech Mechanical and Automation Engineering + MBA,OBC,42401,OD,1
Artificial Intelligence and Machine Learning,OBC,246258,D,2
Computer Science and Engineering,OBC,211764,D,2
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,210049,D,2
Electronics and Communication Engineering,OBC,286678,D,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,302639,D,2
Information Technology,OBC,235292,D,2
Mechanical and Automation Engineering,OBC,368687,D,2
Architecture,OBC,33141,D,2
B.Tech Mechanical and Automation Engineering + MBA,OBC,384035,D,2
Artificial Intelligence and Machine Learning,OBC,38280,OD,2
Computer Science and Engineering,OBC,33962,OD,2
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,37467,OD,2
Electronics and Communication Engineering,OBC,40530,OD,2
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,42401,OD,2
Information Technology,OBC,39894,OD,2
Mechanical and Automation Engineering,OBC,46379,OD,2
Architecture,OBC,3180,OD,2
B.Tech Mechanical and Automation Engineering + MBA,OBC,47243,OD,2
Artificial Intelligence and Machine Learning,OBC,244940,D,3
Computer Science and Engineering,OBC,211764,D,3
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,210049,D,3
Electronics and Communication Engineering,OBC,283539,D,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,302639,D,3
Information Technology,OBC,235292,D,3
Mechanical and Automation Engineering,OBC,380792,D,3
Architecture,OBC,35117,D,3
B.Tech Mechanical and Automation Engineering + MBA,OBC,426081,D,3
Artificial Intelligence and Machine Learning,OBC,43585,OD,3
Computer Science and Engineering,OBC,36814,OD,3
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,39894,OD,3
Electronics and Communication Engineering,OBC,46729,OD,3
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,46573,OD,3
Information Technology,OBC,42401,OD,3
Mechanical and Automation Engineering,OBC,51865,OD,3
Architecture,OBC,3546,OD,3
B.Tech Mechanical and Automation Engineering + MBA,OBC,54429,OD,3
Artificial Intelligence and Machine Learning,OBC,244940,D,4
Computer Science and Engineering,OBC,211764,D,4
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,210049,D,4
Electronics and Communication Engineering,OBC,283539,D,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,302639,D,4
Information Technology,OBC,235292,D,4
Mechanical and Automation Engineering,OBC,382096,D,4
Architecture,OBC,35117,D,4
B.Tech Mechanical and Automation Engineering + MBA,OBC,433220,D,4
Artificial Intelligence and Machine Learning,OBC,46631,OD,4
Computer Science and Engineering,OBC,37718,OD,4
Computer Science and Engineering with specialization in Artificial Intelligence,OBC,42401,OD,4
Electronics and Communication Engineering,OBC,49484,OD,4
Electronics and Communication Engineering with specialization in Artificial Intelligence,OBC,50213,OD,4
Information Technology,OBC,44599,OD,4
Mechanical and Automation Engineering,OBC,57431,OD,4
Architecture,OBC,3909,OD,4
