Branch,Category,Jee_Rank,Region,Round
Computer Science and Design,OBC,80019,D,U1
Computer Science and Engineering,OBC,66956,D,U1
Computer Science and Social Sciences,OBC,102315,D,U1
Electronics and Communication Engineering,OBC,114748,D,U1
Electronics and VLSI Engineering,OBC,138050,D,U1
Computer Science and Applied Mathematics,OBC,22231,OD,U1
Computer Science and Artificial Intelligence,OBC,13476,OD,U1
Computer Science and Biosciences,OBC,24641,OD,U1
Computer Science and Design,OBC,22344,OD,U1
Computer Science and Engineering,OBC,15815,OD,U1
Electronics and Communication Engineering,OBC,25708,OD,U1
Electronics and VLSI Engineering,OBC,36235,OD,U1
Computer Science and Applied Mathematics,OBC,8758 (74500),D,S
Computer Science and Engineering,OBC,7066 (60626),D,S
Electronics and Communication Engineering,OBC,11178 (97743),D,S
Electronics and VLSI Engineering,OBC,12954 (118674),D,S
Computer Science and Applied Mathematics,OBC,6617 (57291),D,1
Computer Science and Biosciences,OBC,11178 (97743),D,1
Computer Science and Engineering,OBC,8758 (74500),D,1
Electronics and Communication Engineering,OBC,12954 (118674),D,1
Electronics and Communication Engineering,OBC,2128 (27115),OD,1
Computer Science and Engineering,OBC,9047 (74500),D,2
Electronics and Communication Engineering,OBC,13423 (118674),D,2
Electronics and Communication Engineering,OBC,2164 (27115),OD,2
Computer Science and Engineering,OBC,9047 (74500),D,3
Electronics and Communication Engineering,OBC,13422 (118674),D,3
Computer Science and Applied Mathematics,OBC,2164 (27115),OD,3
Computer Science and Engineering,OBC,9046 (74500),D,4
Electronics and Communication Engineering,OBC,13421 (118674),D,4
Computer Science and Applied Mathematics,OBC,2164 (27115),OD,4
Computer Science and Engineering,OBC,74500,D,5
Electronics and Communication Engineering,OBC,118674,D,5
Computer Science and Social Sciences,OBC,34055,OD,5
Computer Science and Applied Mathematics,OBC-DEF,12363 (99948 (Priority VI)),D,1
Computer Science and Artificial Intelligence,OBC-DEF,12266 (98809 (Priority VI)),D,1
Computer Science and Biosciences,OBC-DEF,19963 (275181 (Priority VI)),D,1
Computer Science and Design,OBC-DEF,13310 (112500 (Priority VI)),D,1
Computer Science and Engineering,OBC-DEF,11704 (92405 (Priority VI)),D,1
Computer Science and Social Sciences,OBC-DEF,17846 (200299 (Priority VI)),D,1
Electronics and Communication Engineering,OBC-DEF,18358 (214703 (Priority VI)),D,1
Electronics and VLSI Engineering,OBC-DEF,20832 (318650 (Priority VI)),D,1
Computer Science and Applied Mathematics,OBC-DEF,12363 (99948 (Priority VI)),D,2
Computer Science and Artificial Intelligence,OBC-DEF,13310 (112500 (Priority VI)),D,2
Computer Science and Biosciences,OBC-DEF,19963 (275181 (Priority VI)),D,2
Computer Science and Design,OBC-DEF,15196 (141340 (Priority VI)),D,2
Computer Science and Engineering,OBC-DEF,14604 (131431 (Priority VI)),D,2
Computer Science and Social Sciences,OBC-DEF,17846 (200299 (Priority VI)),D,2
Electronics and Communication Engineering,OBC-DEF,20832 (318650 (Priority VI)),D,2
Electronics and VLSI Engineering,OBC-DEF,21538 (371282 (Priority VI)),D,2
Computer Science and Applied Mathematics,OBC-DEF,12809 (99948 (Priority VI)),D,3
Computer Science and Artificial Intelligence,OBC-DEF,13799 (112500 (Priority VI)),D,3
Computer Science and Biosciences,OBC-DEF,20710 (275181 (Priority VI)),D,3
Computer Science and Design,OBC-DEF,15751 (141340 (Priority VI)),D,3
Computer Science and Engineering,OBC-DEF,15134 (131431 (Priority VI)),D,3
Computer Science and Social Sciences,OBC-DEF,18496 (200299 (Priority VI)),D,3
Electronics and Communication Engineering,OBC-DEF,21622 (318650 (Priority VI)),D,3
Electronics and VLSI Engineering,OBC-DEF,22367 (371282 (Priority VI)),D,3
Computer Science and Applied Mathematics,OBC-DEF,12808 (99948 (Priority VI)),D,4
Computer Science and Artificial Intelligence,OBC-DEF,13798 (112500 (Priority VI)),D,4
Computer Science and Biosciences,OBC-DEF,20709 (275181 (Priority VI)),D,4
Computer Science and Design,OBC-DEF,15750 (141340 (Priority VI)),D,4
Computer Science and Engineering,OBC-DEF,15133 (131431 (Priority VI)),D,4
Computer Science and Social Sciences,OBC-DEF,18495 (200299 (Priority VI)),D,4
